,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
67289,_lZ4Uet74bSQ-K3FTKz5LA,Tomasino's Pizza,14009 Narcoossee Rd,32832,28.3622760525,-81.2436594442,4.5,7,1,"Restaurants, Pizza",,,,,,1.0,,True,,
67328,gZKhNC4l4OPDKj2TQTiAMQ,Five Guys,8001 S Orange Blossom Trl,32809,28.4459408328,-81.3955886726,3.5,22,1,"Burgers, American (New), Fast Food, Restaurants, Hot Dogs",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
67344,xa6O6AnhUnFgnZNdSH--5g,Comic Strip Cafe,6000 Universal Blvd,32819,28.4697263973,-81.4711251855,2.0,42,1,"American (New), Fast Food, Restaurants",'free',None,True,False,True,1.0,'beer_and_wine',False,u'casual',False
67383,RDhmUF6UecYs9fbKI8VcCw,Tradewinds Restaurant,6677 Sea Harbor Dr,32821,28.4118585,-81.469179,3.5,51,1,"Restaurants, American (Traditional)",u'paid',"{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
67390,bwN1YwT3vY8SksrnQvjXSQ,Dixie Belle's Cafe,7125 S Orange Ave,32809,28.4611734,-81.3659301,4.5,489,1,"Restaurants, Breakfast & Brunch, Cafes, Diners, American (Traditional)",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
67408,C2CHg_GFaF1DDKoKo40IVw,Orlando Tastings,"111 E Washington St, Ste 175",32801,28.543863,-81.377106,3.0,21,0,"Nightlife, Bars, Champagne Bars, Tapas/Small Plates, Restaurants, Wine Bars",,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
67441,yJsbt3SfMNHJ1GrY4xQPIg,Huong Viet Vietnamese Cuisine,5286 W Colonial Dr,32808,28.5512664,-81.4527359,4.0,140,1,"Restaurants, Soup, Breakfast & Brunch, Vietnamese, Seafood",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
67449,NXtr6vZhzpb_cnhrCNn5eA,Buffalo Wild Wings,"504 Alafaya Trl N, Ste 102",32828,28.5537945765,-81.2076226935,3.0,67,0,"American (Traditional), Restaurants, Nightlife, Chicken Wings, Bars, Sports Bars",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
67517,zxXAAuN4y_Zl6CpYT6myvQ,Liberty Tree Tavern,4600 N World Dr,32830,28.4191299,-81.5826655,4.0,88,1,"Bars, Pubs, Nightlife, American (Traditional), Restaurants, American (New)",u'free',"{'garage': None, 'street': False, 'validated': None, 'lot': None, 'valet': False}",True,True,True,3.0,u'beer_and_wine',False,u'casual',False
67579,fzgnAwYViNQiaBlrCJK0bw,Utopit,4954 New Broad St,32814,28.5686656,-81.3260731,3.5,8,0,"Food, Restaurants, Ice Cream & Frozen Yogurt",,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,2.0,,,,
67797,9p8MFAHEZkSwVBkcyP4xJw,Fuddruckers,4311 E Colonial Dr,32803,28.5542034,-81.3318192,3.5,78,1,"Burgers, American (Traditional), Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'beer_and_wine',True,'casual',True
67815,LyytpVOBTFehb4DRFuqBTw,Wendy's,Orlando International Airport,32827,28.4316648208,-81.3086274884,2.0,24,1,"Burgers, Restaurants, Fast Food",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',False
67839,smJopq86VMeY6eyHUaa9ZA,Consumable Moments,9450 Narcoossee Rd,32827,28.429555,-81.256661,4.5,19,1,"Restaurants, Specialty Food, Fruits & Veggies, Ice Cream & Frozen Yogurt, Waffles, Juice Bars & Smoothies, Food",u'free',,True,,,1.0,,None,,
67878,-vDELeB5DBThHQyjmz10hA,310 Nona,10783 Narcoossee Rd,32832,28.4098195,-81.2430905,3.5,172,1,"American (New), Nightlife, Restaurants, Breakfast & Brunch, Bars, Wine Bars",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
67905,D5ngzci3L5P3jvxgsalLAg,Hooters,8801 International Dr,32819,28.4377603711,-81.4713357294,2.5,144,1,"Nightlife, Bars, Restaurants, Chicken Wings, American (Traditional), Sports Bars",'free',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'full_bar',True,'casual',True
67951,objr5cLhGhAVf_n70GOJ6w,Tijuana Flats,"11551 University Blvd, Ste 6",32817,28.5977185,-81.2181431,4.0,56,1,"Mexican, Tex-Mex, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
68048,LtiVuXVZeDSJCpYOR15Wzw,Pizza @ Lake Eola,"404 E Central Blvd, Ste 102",32801,28.5421015,-81.3725261,4.0,118,1,"Restaurants, Salad, Fast Food, Pizza",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,'casual',True
68072,YBe8hMEDwz2xEBD38o4X_g,Spicy Girl,5748 International Dr,32819,28.461406,-81.457917,4.0,28,1,"Chinese, Restaurants",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,,,u'beer_and_wine',True,,False
68111,vXaumClW2dQx6w3QlDHx4w,Chipotle Mexican Grill,"464 N Alafaya Trl, Ste 111",32828,28.5535264893,-81.2065653248,2.5,176,1,"Mexican, Fast Food, Restaurants",u'no',"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
68122,hu_5lbvdY0kXlb2MorohcQ,Avu-Avu,1900 N Buena Vista Dr,32830,28.3770958389,-81.5139012292,3.0,14,0,"Hawaiian, Restaurants",u'paid',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,3.0,u'full_bar',True,u'casual',False
68224,rhBDtM3S1wDJ947oldBqIQ,The Smiling Bison,745 Bennett Rd,32803,28.5553661,-81.3333139,4.5,288,0,"American (New), Bars, Burgers, Lounges, Gastropubs, Nightlife, Restaurants",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
68226,mGpICWibRNNepYd27QAJ3Q,Cibo Express,Orlando Airport,32827,28.431639,-81.3082862,3.0,18,1,"American (New), Food, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,2.0,u'full_bar',True,'casual',False
68228,onLHoP7sTcQr7NZyqpFaCw,Red Lobster,7373 W Colonial Dr,32818,28.552554,-81.480344,2.5,46,1,"American (Traditional), Restaurants, Seafood",u'free',"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",True,False,True,2.0,'full_bar',True,'casual',True
68241,CSHiunmos7rw5-jb1hbZVg,Eastside Asian Market,"12950 E Colonial Dr, Ste 106",32826,28.5646373,-81.1858597,4.5,127,1,"Vegetarian, Grocery, Restaurants, Ethnic Food, Fruits & Veggies, Bubble Tea, Cafes, International Grocery, Food, Specialty Food",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,u'none',True,u'casual',False
68321,XARkRUJPTrAbtRIc3m8gew,The Juicy Crab,2258 S Kirkman Rd,32811,28.516742,-81.4622462,4.0,9,1,"Cajun/Creole, Restaurants, Seafood",,,,False,,2.0,,True,,True
68420,UKW_xlOphr3se0d-zhvOlA,Nona Blue Modern Tavern,9685 Lake Nona Village Pl,32827,28.4251003241,-81.2523984164,4.0,603,1,"American (New), Diners, Seafood, Restaurants, Cocktail Bars, American (Traditional), Lounges, Bars, Nightlife",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',None
68437,sZ1PqbKq_vwv-BTe-Uvrlg,India Kitchen,6215 S Orange Blossom Trl,32809,28.4668047,-81.3962804,4.0,21,0,"Restaurants, Indian",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',
68561,QIwZYXIiqEKdK1ACAOVLHA,Subway,777 E Princeton St,32803,28.572188747,-81.3678145409,2.5,10,0,"Sandwiches, Restaurants, Fast Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
68615,3xBbLFVVfd8A_qCg7Sws4A,Apna Taste Of Punjab Indian Restaurant,7830 W Irlo Bronson Memorial Hwy,34747,28.3399037587,-81.6007343385,1.5,7,0,"Indian, Vegetarian, Halal, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',True
68630,ELycvTZaOc25h7Ka2TCjzA,Wingstop,2328 S. Kirkman Road,32811,28.5163845,-81.4599977,2.0,10,1,"Restaurants, Chicken Wings",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,True,,True
68686,0dXa7ouYmcZxl-vSmrZ4gw,O' Stromboli Gourmet Italian Eatery,1803 Winter Park Rd,32803,28.5681339,-81.3458385,3.0,67,0,"Salad, Italian, Desserts, Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
68747,z2lgLss9xsvS8txE8x-0kA,Orlando Pizza and Deli,12118 Turtle Cay Cir,32836,28.3893447,-81.5009608,2.0,5,1,"Restaurants, Chicken Wings, Food Delivery Services, Delis, Convenience Stores, Nightlife, Sandwiches, Pizza, Bars, Food, Tiki Bars",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,,1.0,u'beer_and_wine',True,,True
68749,-2outMmpJnEX_lWNjw1-OQ,McDonald's,4066 S Semoran Blvd,32822,28.5031744702,-81.3108504564,1.5,20,1,"Fast Food, Food, Coffee & Tea, Restaurants, Burgers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,,True,'casual',True
68806,slXTI6KjqM1hPBQ-LMXr1w,Ben & Jerry's,"9101 International Dr, Ste 1040",32819,28.432471,-81.469909,3.5,27,0,"Ice Cream & Frozen Yogurt, Event Planning & Services, Custom Cakes, Restaurants, Caterers, Food",'no',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,,,2.0,,True,,None
68831,8IRyz41GeuJ89s4jD8qotg,Metro Diner Express,11650 University Blvd,32817,28.59707,-81.2184481,4.0,290,1,"Diners, Breakfast & Brunch, American (Traditional), Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'beer_and_wine',True,'casual',True
68840,LyaJD9PsjwPtcAorYCBu6Q,Shogun Japanese Steakhouse,6327 International Dr,32819,28.4605515064,-81.4692789117,3.5,105,1,"Steakhouses, Food, Restaurants, Japanese, Desserts",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
68860,GfXflrmYwZ9olGGMR1TNyA,Shin Jung Korean Restaurant,1638 E Colonial Dr,32803,28.5529124,-81.3586966,4.0,374,0,"Korean, Barbeque, American (Traditional), Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',False
68900,RKE2VLido8SY7xEuEzm4UA,Durian Durian Fusion Thai Cuisine,"10743 Narcoossee Rd, Unit A20",32832,28.4110228368,-81.2408953969,4.0,239,1,"Gluten-Free, Thai, Restaurants, Wine Bars, Vegetarian, Nightlife, Noodles, Asian Fusion, Bars",'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
68913,IjQzPpbGhy2JskEA5ws5zg,Bayliner Diner,6550 Adventure Way,32819,28.4645935,-81.4738978,3.5,59,1,"Food, Diners, Restaurants",u'free',"{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,'casual',False
68962,JjfB5tGtDnmOAokBHf4FjA,Red Lobster,9892 International Dr,32819,28.424539,-81.461657,3.5,123,1,"American (Traditional), Restaurants, Seafood",u'free',"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',True
69009,Yxsg8pWcbiCur_O5rVsBdw,McDonald's,7055 Narcoossee Rd,32829,28.4620289251,-81.272508949,2.5,29,1,"Fast Food, Food, Burgers, Restaurants, Coffee & Tea",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
69087,VbzIzKO26wxEP31i0dHlDw,Maoz,4200 Conroy Rd,32839,28.485333,-81.432144,4.5,105,0,"Restaurants, Food, Vegetarian",u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,True,1.0,u'none',True,u'casual',False
69104,BGDjH0T_ROqMd7ivrB_OhQ,Millenia Cafe & Catering,"4303 Vineland Rd, Ste F-18",32811,28.497896555,-81.4326435328,3.0,9,1,"American (New), Restaurants, Cafes",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,1.0,u'none',True,,True
69122,EYtgakPndRxWxlMHthjiWg,The Pasta Factory Restaurant,5700 International Dr,32819,28.4616051,-81.4575203,4.0,32,0,"Pasta Shops, Food, Seafood, Pizza, Italian, Restaurants, Sardinian, Specialty Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',False
69163,wAiva2rikT39iPNzusbg0g,Cafe Soleil,11260 Desforges Ave,32836,28.4007510303,-81.4926878723,3.5,18,1,"Bars, Restaurants, Nightlife, Cafes, Cocktail Bars",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',False
69182,QbpDway89HOQi2xZzLtuIg,Real New York Pizza,11199 S Orange Blossom Trl,32837,28.403298,-81.4040617,2.5,16,1,"Pizza, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,,,True,u'casual',True
69294,nwIICVkd2aSjQFPGvjACDQ,Goodfella's Pizzeria,11873 E Colonial Dr,32826,28.5682447229,-81.2061542707,4.0,280,1,"Italian, Sandwiches, Restaurants, Pizza",u'no',"{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
69348,P_9Jsb4fO9JfDhUW36WVBw,Nam Giao Deli,5274 W Colonial Dr,32808,28.5511865,-81.4527252,4.5,9,1,"Restaurants, Delis, Vietnamese, Food, Sandwiches, Specialty Food",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,1.0,u'none',True,,True
69364,RpjP7JqCMf2RdtfDOnJ0fQ,Chipotle Mexican Grill,2610 S Semoran Blvd,32822,28.5142663,-81.3109937,2.5,9,1,"Mexican, Restaurants, Fast Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,1.0,,True,,True
69416,9ghKSudJVF_VR2pyp9Uxug,La Coquina,1 Grand Cypress Blvd,32836,28.381964,-81.510529,5.0,5,0,"Hotels, Hotels & Travel, Event Planning & Services, Restaurants, Modern European, American (New)",,,True,True,True,4.0,u'full_bar',False,u'casual',
69443,lujPGcfKBwFCIDhLy-lpsA,Citrus Restaurant,821 N Orange Ave,32801,28.5554825684,-81.3791115065,4.0,133,0,"Restaurants, American (New)",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,3.0,'full_bar',True,'casual',False
69449,xmkJcWbvh3N_Kc6JMtuLIA,Popeyes Louisiana Kitchen,45 N Orange Blossom Trl,32805,28.5436776,-81.39679,2.5,19,1,"Chicken Wings, Fast Food, Soul Food, Restaurants, American (Traditional)",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
69539,nTXEimPtFhdyM6eSZSukWQ,Carol's Place,3421 S Orange Ave,32806,28.5058129,-81.3758795,4.0,109,0,"Breakfast & Brunch, Diners, Restaurants, American (New)",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
69648,dBSmADEiObRUimzxSvuH9g,Bauern-Stube,8015 S Orange Ave,32809,28.4532804,-81.363887,3.5,168,0,"Nightlife, German, Bars, Beer Gardens, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
69699,wAm7ZZLMngsjdvllWuVBZA,Poke Hana,"1225 E Colonial Dr, Ste A",32803,28.5533894,-81.3633288,4.5,287,1,"Hawaiian, Food, Restaurants, Poke, Desserts",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',True
69888,rDrCRJ3eTX40aMxYAPBLzQ,Subway,"13212 E Colonial Dr, Ste 119",32826,28.5636902,-81.1829192,3.5,5,1,"Restaurants, Sandwiches, Fast Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,1.0,u'none',True,,True
69916,sqHYfXEe1squ9Lf3tTMHzQ,Tilted Kilt Pub & Eatery,11650 University Blvd,32817,28.59707,-81.218444,3.0,61,0,"Burgers, Chicken Wings, Nightlife, Sports Bars, Bars, Restaurants, American (Traditional), Pubs, Irish",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
69942,PG7acSkdhWjJiNgL_7Lw2g,Gyu-Kaku Japanese BBQ,"7858 Turkey Lake Rd, Ste 100",32819,28.4512312,-81.4781444,4.0,562,1,"Restaurants, Japanese, Yakiniku, Barbeque, Asian Fusion",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',True
69951,yBfT6ahW0bALlUnfnpiBtA,McDonald's,9814 International Dr,32819,28.4238144,-81.4612421,2.0,80,1,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,u'none',True,u'casual',True
70012,TEmOYoibJtg6xD-4VuPy-A,Peach Valley Cafè,"2849 S Orange Ave, Ste 310",32806,28.5107315209,-81.3745010223,3.5,271,1,"Comfort Food, Breakfast & Brunch, Diners, American (Traditional), Restaurants, Cafes",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'beer_and_wine',True,u'casual',True
70120,e3Qb0y9mF8m2vw6dnEB-Mg,Indian Hut - Orlando,4642 S Kirkman Rd,32811,28.494915,-81.461053,3.5,95,1,"Cupcakes, Restaurants, Bakeries, Vegetarian, Indian, Caterers, Food, Desserts, Event Planning & Services",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'none',True,'casual',True
70133,yk_6-PxGurJKz6JRIN3H0g,Keke's Breakfast Cafe,"7512 Doctor Phillips Blvd, Ste 100",32819,28.4544992123,-81.4898358784,4.5,1455,1,"Breakfast & Brunch, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',None
70215,0gcoqG-28PFOwn5mnTiOlQ,Gasparilla Island Grill,4401 Floridian Way,32836,28.410513539,-81.58753408,3.5,55,1,"American (Traditional), Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'none',True,u'casual',False
70233,j97UZLh2VBNOPhzCa5mZ-A,Tornatore's Cafe & Pizzeria,3818 Edgewater Dr,32804,28.587488,-81.3942283,4.5,172,1,"Pizza, Restaurants, Italian",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
70339,87uea15b6iwOz2BjWKqFtQ,Jade Sushi & New Asian,2425 Edgewater Dr,32804,28.5732309,-81.3893645,4.5,295,1,"Ramen, Japanese, Asian Fusion, Restaurants, Sushi Bars, Chinese",u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,'casual',True
70547,Iz3Qh0M6A6KBxwIfDKDh8g,Kobe Japanese Steakhouse - I-Drive,8148 International Dr,32819,28.4477481,-81.47171,4.0,349,1,"Sushi Bars, Steakhouses, Japanese, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',False
70583,cx_JvRRTS2DCRgUBk8a0Rg,TGI Fridays,7118 S Semoran Blvd,32822,28.4598263,-81.3109295,3.0,150,1,"Bars, Burgers, Restaurants, Nightlife, American (Traditional)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',True
70585,zF1WI5cNzQUos1Q93agIRg,ATL Deli,7427 W Colonial Dr,32818,28.5543454224,-81.4820275149,4.0,29,1,"Restaurants, Sandwiches, Burgers, Delis, Chicken Wings",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,'casual',False
70626,O5geOmNEf1ihKZ5GrQfJfg,Akershus Royal Banquet Hall - Temporarily Unavailable,1510 N Avenue Of The Stars,32830,28.3704202799,-81.5468057902,3.5,289,1,"Buffets, American (Traditional), Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,True,True,3.0,'full_bar',False,'casual',False
70664,nNNYUgTKZ--ktxkuFn0RUg,Red Lobster,5936 International Dr,32819,28.461768,-81.46156,3.0,86,1,"Restaurants, Seafood, American (Traditional)",u'free',"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",True,True,True,2.0,u'full_bar',True,u'casual',True
70757,gESBiku1Vm0L9TqQ3-cdoQ,Omelet Bar,"12250 Strategy Blvd, Ste 407",32817,28.5998205,-81.2088065,4.0,387,1,"American (Traditional), Restaurants, Food, Salad, Breakfast & Brunch, Waffles",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
70775,er_ifW56hDoK2VHTOldsEg,Wendy's,6077 S. Goldenrod Road,32822,28.4743067107,-81.2896653637,2.5,17,1,"Restaurants, Burgers, Salad, Fast Food",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
70859,QfWyyGjzgzNY_Qy7LZFV4A,Golden Corral Buffet & Grill,11701 International Dr,32821,28.3938344,-81.4648889,3.5,112,1,"Breakfast & Brunch, Restaurants, American (Traditional), Buffets",'no',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'none',True,'casual',True
70860,MSkC1HrvTcsZcQKg8GCUjw,Therapy Brew Bar & Wine Lounge,111 E Washington St,32801,28.543977,-81.377101,4.0,27,0,"Cocktail Bars, Food, Restaurants, Breakfast & Brunch, Tapas/Small Plates, Wine Bars, Breweries, Nightlife, Bars, Lounges, Chicken Wings",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',True
70901,uEANTr_WHjsmMIiNV08A1A,JB's Sports Bar & Grill,4880 S Kirkman Rd,32811,28.4919544,-81.4590648,3.5,7,0,"Sports Bars, Food, Beer, Wine & Spirits, Nightlife, Bars, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,False,2.0,u'full_bar',,,
70914,ktd7Zkefv_XRWPhMjkUI7Q,Flippers Pizzeria,6125 Westwood Blvd,32821,28.4192074,-81.4605777,4.0,58,0,"Restaurants, Pizza",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
70922,RnI2exu0s3OgNVYfKQWp9Q,Dining Pavilion,The Florida Mall,32809,28.4469049173,-81.3942027731,3.5,5,1,"Restaurants, Food Court",,,True,False,True,1.0,,True,'casual',False
71018,rxp31AtWSWl7O1csO9YYeA,Clean Juice Dr. Phillips,"7512 Dr. Phillips Blvd, Ste 60",32819,28.4541186,-81.4898943,4.0,44,1,"Food, Acai Bowls, Fruits & Veggies, Juice Bars & Smoothies, Salad, Restaurants, Specialty Food, Health Markets, Wraps",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,,,True,,True
71048,GAE73k8sKR9Tm_7CfVKf0Q,Piñones En Orlando,8650 E Colonial Dr,32817,28.5675419,-81.2698476,4.0,39,1,"Food, Food Trucks, Food Stands, Puerto Rican, Caribbean, Restaurants, Latin American, Seafood",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,True,2.0,u'none',True,'casual',False
71109,Dtsit2ehZ4GExIFQm2L_Ow,Firehouse Subs,"12515 State Rd 535, Ste 515",32836,28.3830812224,-81.5038878737,3.0,39,1,"Fast Food, Restaurants, Sandwiches, Delis, Hot Dogs",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'none',True,'casual',True
71117,409Id_5E5OlNY_h78MSBHg,Confisco Grille & Backwater Bar,6000 Universal Blvd,32819,28.4721523574,-81.4692380032,3.5,144,1,"Restaurants, Bars, Nightlife, American (New)",'free',"{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',False,u'casual',False
71194,bnI8zr_LqMORglTZz9fKyQ,Sharks Underwater Grill,7007 Sea World Dr,32821,28.409709,-81.459596,3.0,196,1,"Restaurants, American (New), Bars, Seafood, American (Traditional), Nightlife",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,3.0,u'full_bar',False,u'casual',False
71227,JARzMkIZ4uyhAfPYVB9Gvw,La Tripleta Sub and More,9741 south Orange blossom trail,32837,28.4148927688,-81.4042527121,3.5,13,1,"Restaurants, Sandwiches, Food Stands, Food Trucks, Food",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',False
71236,b_ud01aZAwHk0fUesSqHvw,Itar Bistro Market,"7065 Westpointe Bvd, Ste 100",32835,28.5164574136,-81.4827422933,4.0,135,1,"Bars, Wine Bars, Italian, Argentine, Restaurants, Nightlife",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
71237,uwQa6mjxITbZjV80jUoNtQ,Bakery Plus,915 E Michigan St,32806,28.513382,-81.3653559,4.0,176,1,"Sandwiches, Food, Restaurants, Bagels, Donuts, Bakeries",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,1.0,,True,'casual',False
